locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJHCLFJP_00226	CDS	219				hypothetical protein
GJHCLFJP_00227	gene	987				
GJHCLFJP_00227	CDS	987		6.3.1.20		Lipoate--protein ligase 1
GJHCLFJP_00228	gene	177				
GJHCLFJP_00228	CDS	177				hypothetical protein
GJHCLFJP_00229	gene	603				
GJHCLFJP_00229	CDS	603				hypothetical protein
GJHCLFJP_00230	gene	1965				
GJHCLFJP_00230	CDS	1965				hypothetical protein
GJHCLFJP_00231	gene	321				
GJHCLFJP_00231	CDS	321				hypothetical protein
GJHCLFJP_00232	gene	642				
GJHCLFJP_00232	CDS	642			COG1136	putative ABC transporter ATP-binding protein
GJHCLFJP_00233	gene	246				
GJHCLFJP_00233	CDS	246				hypothetical protein
GJHCLFJP_00234	gene	288				
GJHCLFJP_00234	CDS	288				hypothetical protein
GJHCLFJP_00235	gene	1482	tarM			
GJHCLFJP_00235	CDS	1482	tarM	2.4.1.70		Poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase
GJHCLFJP_00236	gene	357	catD			
GJHCLFJP_00236	CDS	357	catD	1.-.-.-	COG2259	Putative oxidoreductase CatD
GJHCLFJP_00237	gene	960	yfmC_1			
GJHCLFJP_00237	CDS	960	yfmC_1		COG4594	Fe(3+)-citrate-binding protein YfmC
GJHCLFJP_00238	gene	117				
GJHCLFJP_00238	CDS	117				hypothetical protein
GJHCLFJP_00239	gene	216				
GJHCLFJP_00239	CDS	216				hypothetical protein
GJHCLFJP_00240	gene	552				
GJHCLFJP_00240	CDS	552				hypothetical protein
GJHCLFJP_00241	gene	939	menA			
GJHCLFJP_00241	CDS	939	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
GJHCLFJP_00242	gene	1362	pchA			
GJHCLFJP_00242	CDS	1362	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
GJHCLFJP_00243	gene	1674	menD			
GJHCLFJP_00243	CDS	1674	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
GJHCLFJP_00244	gene	804	menH			
GJHCLFJP_00244	CDS	804	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GJHCLFJP_00245	gene	822	menB			
GJHCLFJP_00245	CDS	822	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
GJHCLFJP_00246	gene	330	sspC			
GJHCLFJP_00246	CDS	330	sspC			Staphostatin B
GJHCLFJP_00247	gene	1182	sspB			
GJHCLFJP_00247	CDS	1182	sspB	3.4.22.-		Staphopain B
GJHCLFJP_00248	gene	1011	sspA			
GJHCLFJP_00248	CDS	1011	sspA	3.4.21.19	COG3591	Glutamyl endopeptidase
GJHCLFJP_00249	gene	1155	dapX			
GJHCLFJP_00249	CDS	1155	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
GJHCLFJP_00250	gene	1011				
GJHCLFJP_00250	CDS	1011				hypothetical protein
GJHCLFJP_00251	gene	420	slyA_1			
GJHCLFJP_00251	CDS	420	slyA_1			Transcriptional regulator SlyA
GJHCLFJP_00252	gene	3528	atl_1			
GJHCLFJP_00252	CDS	3528	atl_1		COG4193	Bifunctional autolysin
GJHCLFJP_00253	gene	435				
GJHCLFJP_00253	CDS	435		2.3.1.-		Acetyltransferase
GJHCLFJP_00254	gene	471				
GJHCLFJP_00254	CDS	471				hypothetical protein
GJHCLFJP_00255	gene	1218	tagU_1			
GJHCLFJP_00255	CDS	1218	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GJHCLFJP_00256	gene	1194	fmtA			
GJHCLFJP_00256	CDS	1194	fmtA	3.1.1.103	COG1680	Teichoic acid D-alanine hydrolase
GJHCLFJP_00257	gene	291	qoxD			
GJHCLFJP_00257	CDS	291	qoxD	1.10.3.-		Quinol oxidase subunit 4
GJHCLFJP_00258	gene	606	qoxC			
GJHCLFJP_00258	CDS	606	qoxC	1.10.3.-		Quinol oxidase subunit 3
GJHCLFJP_00259	gene	1989	qoxB			
GJHCLFJP_00259	CDS	1989	qoxB	1.10.3.-		putative quinol oxidase subunit 1
GJHCLFJP_00260	gene	1101	qoxA			
GJHCLFJP_00260	CDS	1101	qoxA	1.10.3.-		putative quinol oxidase subunit 2
GJHCLFJP_00261	gene	318				
GJHCLFJP_00261	CDS	318				hypothetical protein
GJHCLFJP_00262	gene	861	folD			
GJHCLFJP_00262	CDS	861	folD			Bifunctional protein FolD protein
GJHCLFJP_00263	gene	483	purE			
GJHCLFJP_00263	CDS	483	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GJHCLFJP_00264	gene	1125	purK			
GJHCLFJP_00264	CDS	1125	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
GJHCLFJP_00265	gene	705	purC			
GJHCLFJP_00265	CDS	705	purC	6.3.2.6		Phosphoribosylaminoimidazole-succinocarboxamide synthase
GJHCLFJP_00266	gene	264	purS			
GJHCLFJP_00266	CDS	264	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
GJHCLFJP_00267	gene	672	purQ			
GJHCLFJP_00267	CDS	672	purQ	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurQ
GJHCLFJP_00268	gene	2190	purL			
GJHCLFJP_00268	CDS	2190	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
GJHCLFJP_00269	gene	1485	purF			
GJHCLFJP_00269	CDS	1485	purF	2.4.2.14		Amidophosphoribosyltransferase
GJHCLFJP_00270	gene	1029	purM			
GJHCLFJP_00270	CDS	1029	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
GJHCLFJP_00271	gene	567	purN			
GJHCLFJP_00271	CDS	567	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
GJHCLFJP_00272	gene	1479	purH			
GJHCLFJP_00272	CDS	1479	purH			Bifunctional purine biosynthesis protein PurH
GJHCLFJP_00273	gene	1248	purD			
GJHCLFJP_00273	CDS	1248	purD	6.3.4.13		Phosphoribosylamine--glycine ligase
GJHCLFJP_00274	gene	807	ecfT_1			
GJHCLFJP_00274	CDS	807	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
GJHCLFJP_00275	gene	1401	ykoD_1			
GJHCLFJP_00275	CDS	1401	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
GJHCLFJP_00276	gene	576	ykoE			
GJHCLFJP_00276	CDS	576	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
GJHCLFJP_00277	gene	135				
GJHCLFJP_00277	CDS	135				hypothetical protein
GJHCLFJP_00278	gene	1296				
GJHCLFJP_00278	CDS	1296				hypothetical protein
GJHCLFJP_00279	gene	1173	rlmI			
GJHCLFJP_00279	CDS	1173	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
GJHCLFJP_00280	gene	543				
GJHCLFJP_00280	CDS	543				hypothetical protein
GJHCLFJP_00281	gene	267	ptsH			
GJHCLFJP_00281	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
GJHCLFJP_00282	gene	1719	ptsI			
GJHCLFJP_00282	CDS	1719	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
GJHCLFJP_00283	gene	234				
GJHCLFJP_00283	CDS	234				hypothetical protein
GJHCLFJP_00284	gene	1362	ythA			
GJHCLFJP_00284	CDS	1362	ythA	1.10.3.-	COG1271	Putative cytochrome bd menaquinol oxidase subunit I
GJHCLFJP_00285	gene	1020	ythB			
GJHCLFJP_00285	CDS	1020	ythB		COG1294	Putative cytochrome bd menaquinol oxidase subunit II
GJHCLFJP_00286	gene	663	ktrA			
GJHCLFJP_00286	CDS	663	ktrA		COG0569	Ktr system potassium uptake protein A
GJHCLFJP_00287	gene	1698	rnj1			
GJHCLFJP_00287	CDS	1698	rnj1	3.1.-.-		Ribonuclease J 1
GJHCLFJP_00288	gene	219				
GJHCLFJP_00288	CDS	219				hypothetical protein
GJHCLFJP_00289	gene	552	def			
GJHCLFJP_00289	CDS	552	def	3.5.1.88	COG0242	Peptide deformylase
GJHCLFJP_00290	gene	627				
GJHCLFJP_00290	CDS	627				hypothetical protein
GJHCLFJP_00291	gene	1113	pdhA			
GJHCLFJP_00291	CDS	1113	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
GJHCLFJP_00292	gene	978	pdhB			
GJHCLFJP_00292	CDS	978	pdhB	1.2.4.1	COG0022	Pyruvate dehydrogenase E1 component subunit beta
GJHCLFJP_00293	gene	1293	pdhC_2			
GJHCLFJP_00293	CDS	1293	pdhC_2	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
GJHCLFJP_00294	gene	1407	pdhD			
GJHCLFJP_00294	CDS	1407	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
GJHCLFJP_00295	gene	276				
GJHCLFJP_00295	CDS	276				hypothetical protein
GJHCLFJP_00296	gene	540				
GJHCLFJP_00296	CDS	540				hypothetical protein
GJHCLFJP_00297	gene	1095	potA			
GJHCLFJP_00297	CDS	1095	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
GJHCLFJP_00298	gene	798	potB			
GJHCLFJP_00298	CDS	798	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
GJHCLFJP_00299	gene	810	ydcV			
GJHCLFJP_00299	CDS	810	ydcV			Inner membrane ABC transporter permease protein YdcV
GJHCLFJP_00300	gene	1074	potD			
GJHCLFJP_00300	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
GJHCLFJP_00301	gene	1020				
GJHCLFJP_00301	CDS	1020				hypothetical protein
GJHCLFJP_00302	gene	420				
GJHCLFJP_00302	CDS	420				hypothetical protein
GJHCLFJP_00303	gene	1353	mntH_2			
GJHCLFJP_00303	CDS	1353	mntH_2			Divalent metal cation transporter MntH
GJHCLFJP_00304	gene	615				
GJHCLFJP_00304	CDS	615				hypothetical protein
GJHCLFJP_00305	gene	828	suhB			
GJHCLFJP_00305	CDS	828	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
GJHCLFJP_00306	gene	192				
GJHCLFJP_00306	CDS	192				hypothetical protein
GJHCLFJP_00307	gene	1848	typA			
GJHCLFJP_00307	CDS	1848	typA		COG1217	GTP-binding protein TypA/BipA
GJHCLFJP_00308	gene	204				
GJHCLFJP_00308	CDS	204				hypothetical protein
GJHCLFJP_00309	gene	483				
GJHCLFJP_00309	CDS	483				hypothetical protein
GJHCLFJP_00310	gene	276				
GJHCLFJP_00310	CDS	276				hypothetical protein
GJHCLFJP_00311	gene	1227	ftsW			
GJHCLFJP_00311	CDS	1227	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
GJHCLFJP_00312	gene	3453	pycA			
GJHCLFJP_00312	CDS	3453	pycA	6.4.1.1		Pyruvate carboxylase
GJHCLFJP_00313	gene	1071	ctaA			
GJHCLFJP_00313	CDS	1071	ctaA	1.3.-.-		Heme A synthase
GJHCLFJP_00314	gene	912	ctaB2			
GJHCLFJP_00314	CDS	912	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
GJHCLFJP_00315	gene	462				
GJHCLFJP_00315	CDS	462				hypothetical protein
GJHCLFJP_00316	gene	1038				
GJHCLFJP_00316	CDS	1038				hypothetical protein
GJHCLFJP_00317	gene	435				
GJHCLFJP_00317	CDS	435				hypothetical protein
GJHCLFJP_00318	gene	927				
GJHCLFJP_00318	CDS	927				hypothetical protein
GJHCLFJP_00319	gene	255				
GJHCLFJP_00319	CDS	255				hypothetical protein
GJHCLFJP_00320	gene	390				
GJHCLFJP_00320	CDS	390				hypothetical protein
GJHCLFJP_00321	gene	543	rsmD			
GJHCLFJP_00321	CDS	543	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GJHCLFJP_00322	gene	483	coaD			
GJHCLFJP_00322	CDS	483	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
GJHCLFJP_00323	gene	1140	tmcAL			
GJHCLFJP_00323	CDS	1140	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
GJHCLFJP_00324	gene	558				
GJHCLFJP_00324	CDS	558				hypothetical protein
GJHCLFJP_00325	gene	174	rpmF			
GJHCLFJP_00325	CDS	174	rpmF			50S ribosomal protein L32
GJHCLFJP_00326	gene	1386				
GJHCLFJP_00326	CDS	1386				hypothetical protein
GJHCLFJP_00327	gene	681				
GJHCLFJP_00327	CDS	681				hypothetical protein
GJHCLFJP_00328	gene	213				
GJHCLFJP_00328	CDS	213				hypothetical protein
GJHCLFJP_00329	gene	90				
GJHCLFJP_00329	CDS	90				hypothetical protein
GJHCLFJP_00330	gene	1341	glnA			
GJHCLFJP_00330	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
GJHCLFJP_00331	gene	369	glnR			
GJHCLFJP_00331	CDS	369	glnR		COG0789	HTH-type transcriptional regulator GlnR
GJHCLFJP_00332	gene	1239				
GJHCLFJP_00332	CDS	1239				hypothetical protein
GJHCLFJP_00333	gene	1239	hflX			
GJHCLFJP_00333	CDS	1239	hflX		COG2262	GTPase HflX
GJHCLFJP_00334	gene	477	bsaA_1			
GJHCLFJP_00334	CDS	477	bsaA_1			Glutathione peroxidase BsaA
GJHCLFJP_00335	gene	234	hfq			
GJHCLFJP_00335	CDS	234	hfq		COG1923	RNA-binding protein Hfq
GJHCLFJP_00336	gene	936	miaA			
GJHCLFJP_00336	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GJHCLFJP_00337	gene	918				
GJHCLFJP_00337	CDS	918		3.1.1.23	COG2267	Monoacylglycerol lipase
GJHCLFJP_00338	gene	1674	glpD			
GJHCLFJP_00338	CDS	1674	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
GJHCLFJP_00339	gene	1497	glpK			
GJHCLFJP_00339	CDS	1497	glpK	2.7.1.30	COG0554	Glycerol kinase
GJHCLFJP_00340	gene	819	glpF			
GJHCLFJP_00340	CDS	819	glpF		COG0580	Glycerol uptake facilitator protein
GJHCLFJP_00341	gene	534	glpP			
GJHCLFJP_00341	CDS	534	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
GJHCLFJP_00342	gene	2010	mutL			
GJHCLFJP_00342	CDS	2010	mutL			DNA mismatch repair protein MutL
GJHCLFJP_00343	gene	2619	mutS_1			
GJHCLFJP_00343	CDS	2619	mutS_1		COG0249	DNA mismatch repair protein MutS
GJHCLFJP_00344	gene	492				
GJHCLFJP_00344	CDS	492				hypothetical protein
GJHCLFJP_00345	gene	366	ymcA			
GJHCLFJP_00345	CDS	366	ymcA		COG4550	putative protein YmcA
GJHCLFJP_00346	gene	1545	miaB			
GJHCLFJP_00346	CDS	1545	miaB	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GJHCLFJP_00347	gene	294				
GJHCLFJP_00347	CDS	294				hypothetical protein
GJHCLFJP_00348	gene	867				
GJHCLFJP_00348	CDS	867				hypothetical protein
GJHCLFJP_00349	gene	1761	korA			
GJHCLFJP_00349	CDS	1761	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
GJHCLFJP_00350	gene	798	ymdB			
GJHCLFJP_00350	CDS	798	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
GJHCLFJP_00351	gene	216				
GJHCLFJP_00351	CDS	216				hypothetical protein
GJHCLFJP_00352	gene	1560	rny			
GJHCLFJP_00352	CDS	1560	rny	3.1.-.-		Ribonuclease Y
GJHCLFJP_00353	gene	1044	recA			
GJHCLFJP_00353	CDS	1044	recA			Protein RecA
GJHCLFJP_00354	gene	1152	cinA			
GJHCLFJP_00354	CDS	1152	cinA			Putative competence-damage inducible protein
GJHCLFJP_00355	gene	579	pgsA			
GJHCLFJP_00355	CDS	579	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GJHCLFJP_00356	gene	393				
GJHCLFJP_00356	CDS	393				hypothetical protein
GJHCLFJP_00357	gene	828				
GJHCLFJP_00357	CDS	828				hypothetical protein
GJHCLFJP_00358	gene	705	phaB			
GJHCLFJP_00358	CDS	705	phaB	1.1.1.36		Acetoacetyl-CoA reductase
GJHCLFJP_00359	gene	1287				
GJHCLFJP_00359	CDS	1287				hypothetical protein
GJHCLFJP_00360	gene	1266				
GJHCLFJP_00360	CDS	1266				hypothetical protein
GJHCLFJP_00361	gene	714	gamR			
GJHCLFJP_00361	CDS	714	gamR			HTH-type transcriptional repressor GamR
GJHCLFJP_00362	gene	2370	ftsK			
GJHCLFJP_00362	CDS	2370	ftsK			DNA translocase FtsK
GJHCLFJP_00363	gene	1674	rnj2			
GJHCLFJP_00363	CDS	1674	rnj2	3.1.-.-		Ribonuclease J 2
GJHCLFJP_00364	gene	2097	pnp_1			
GJHCLFJP_00364	CDS	2097	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
GJHCLFJP_00365	gene	270	rpsO			
GJHCLFJP_00365	CDS	270	rpsO			30S ribosomal protein S15
GJHCLFJP_00366	gene	972	ribF			
GJHCLFJP_00366	CDS	972	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
GJHCLFJP_00367	gene	918	truB			
GJHCLFJP_00367	CDS	918	truB	5.4.99.25		tRNA pseudouridine synthase B
GJHCLFJP_00368	gene	351	rbfA			
GJHCLFJP_00368	CDS	351	rbfA			Ribosome-binding factor A
GJHCLFJP_00369	gene	2118	infB_1			
GJHCLFJP_00369	CDS	2118	infB_1			Translation initiation factor IF-2
GJHCLFJP_00370	gene	318	rplGA			
GJHCLFJP_00370	CDS	318	rplGA		COG1358	putative ribosomal protein YlxQ
GJHCLFJP_00371	gene	285				
GJHCLFJP_00371	CDS	285				hypothetical protein
GJHCLFJP_00372	gene	1176	nusA			
GJHCLFJP_00372	CDS	1176	nusA		COG0195	Transcription termination/antitermination protein NusA
GJHCLFJP_00373	gene	468	rimP			
GJHCLFJP_00373	CDS	468	rimP		COG0779	Ribosome maturation factor RimP
GJHCLFJP_00374	gene	4317	polC			
GJHCLFJP_00374	CDS	4317	polC	2.7.7.7		DNA polymerase III PolC-type
GJHCLFJP_00375	gene	1704	proS			
GJHCLFJP_00375	CDS	1704	proS	6.1.1.15		Proline--tRNA ligase
GJHCLFJP_00376	gene	1287				
GJHCLFJP_00376	CDS	1287		3.4.24.-		Putative zinc metalloprotease
GJHCLFJP_00377	gene	783				
GJHCLFJP_00377	CDS	783				hypothetical protein
GJHCLFJP_00378	gene	771	uppS			
GJHCLFJP_00378	CDS	771	uppS	2.5.1.-		Isoprenyl transferase
GJHCLFJP_00379	gene	555	frr			
GJHCLFJP_00379	CDS	555	frr			Ribosome-recycling factor
GJHCLFJP_00380	gene	723	pyrH			
GJHCLFJP_00380	CDS	723	pyrH	2.7.4.22		Uridylate kinase
GJHCLFJP_00381	gene	882	tsf			
GJHCLFJP_00381	CDS	882	tsf			Elongation factor Ts
GJHCLFJP_00382	gene	768	rpsB			
GJHCLFJP_00382	CDS	768	rpsB			30S ribosomal protein S2
GJHCLFJP_00383	gene	774	codY			
GJHCLFJP_00383	CDS	774	codY			GTP-sensing transcriptional pleiotropic repressor CodY
GJHCLFJP_00384	gene	1404	hslU			
GJHCLFJP_00384	CDS	1404	hslU			ATP-dependent protease ATPase subunit HslU
GJHCLFJP_00385	gene	546	hslV			
GJHCLFJP_00385	CDS	546	hslV	3.4.25.2		ATP-dependent protease subunit HslV
GJHCLFJP_00386	gene	897	xerC_1			
GJHCLFJP_00386	CDS	897	xerC_1		COG4974	Tyrosine recombinase XerC
GJHCLFJP_00387	gene	1308	trmFO			
GJHCLFJP_00387	CDS	1308	trmFO	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
GJHCLFJP_00388	gene	2076	topA			
GJHCLFJP_00388	CDS	2076	topA	5.6.2.1		DNA topoisomerase 1
GJHCLFJP_00389	gene	873				
GJHCLFJP_00389	CDS	873				hypothetical protein
GJHCLFJP_00390	gene	1245	femA_1			
GJHCLFJP_00390	CDS	1245	femA_1	2.3.2.17		Aminoacyltransferase FemA
GJHCLFJP_00391	gene	1119	lytN			
GJHCLFJP_00391	CDS	1119	lytN	3.-.-.-		putative cell wall hydrolase LytN
GJHCLFJP_00392	gene	909	sucD			
GJHCLFJP_00392	CDS	909	sucD	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
GJHCLFJP_00393	gene	1167	sucC			
GJHCLFJP_00393	CDS	1167	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
GJHCLFJP_00394	gene	768	rnhB			
GJHCLFJP_00394	CDS	768	rnhB	3.1.26.4	COG0164	Ribonuclease HII
GJHCLFJP_00395	gene	885	rbgA			
GJHCLFJP_00395	CDS	885	rbgA		COG1161	Ribosome biogenesis GTPase A
GJHCLFJP_00396	gene	2607				
GJHCLFJP_00396	CDS	2607				hypothetical protein
GJHCLFJP_00397	gene	351	rplS			
GJHCLFJP_00397	CDS	351	rplS			50S ribosomal protein L19
GJHCLFJP_00398	gene	738	trmD			
GJHCLFJP_00398	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
GJHCLFJP_00399	gene	504	rimM			
GJHCLFJP_00399	CDS	504	rimM			Ribosome maturation factor RimM
GJHCLFJP_00400	gene	276	rpsP			
GJHCLFJP_00400	CDS	276	rpsP			30S ribosomal protein S16
GJHCLFJP_00401	gene	1368	ffh			
GJHCLFJP_00401	CDS	1368	ffh		COG0541	Signal recognition particle protein
GJHCLFJP_00402	gene	333				
GJHCLFJP_00402	CDS	333				hypothetical protein
GJHCLFJP_00403	gene	1251	ftsY			
GJHCLFJP_00403	CDS	1251	ftsY			Signal recognition particle receptor FtsY
GJHCLFJP_00404	gene	3567	smc_1			
GJHCLFJP_00404	CDS	3567	smc_1		COG1196	Chromosome partition protein Smc
GJHCLFJP_00405	gene	732	rnc			
GJHCLFJP_00405	CDS	732	rnc	3.1.26.3		Ribonuclease 3
GJHCLFJP_00406	gene	234	acpP			
GJHCLFJP_00406	CDS	234	acpP		COG0236	Acyl carrier protein
GJHCLFJP_00407	gene	735	fabG			
GJHCLFJP_00407	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GJHCLFJP_00408	gene	927	fabD			
GJHCLFJP_00408	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
GJHCLFJP_00409	gene	987	plsX			
GJHCLFJP_00409	CDS	987	plsX	2.3.1.274		Phosphate acyltransferase
GJHCLFJP_00410	gene	558	fapR			
GJHCLFJP_00410	CDS	558	fapR		COG2050	Transcription factor FapR
GJHCLFJP_00411	gene	2061	recG			
GJHCLFJP_00411	CDS	2061	recG	3.6.4.12		ATP-dependent DNA helicase RecG
GJHCLFJP_00412	gene	1647				
GJHCLFJP_00412	CDS	1647				putative protein
GJHCLFJP_00413	gene	375				
GJHCLFJP_00413	CDS	375				putative protein
GJHCLFJP_00414	gene	189	rpmB			
GJHCLFJP_00414	CDS	189	rpmB			50S ribosomal protein L28
GJHCLFJP_00415	gene	642	thiN			
GJHCLFJP_00415	CDS	642	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
GJHCLFJP_00416	gene	645	rpe			
GJHCLFJP_00416	CDS	645	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
GJHCLFJP_00417	gene	876	rsgA			
GJHCLFJP_00417	CDS	876	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
GJHCLFJP_00418	gene	1995	prkC			
GJHCLFJP_00418	CDS	1995	prkC	2.7.11.1		Serine/threonine-protein kinase PrkC
GJHCLFJP_00419	gene	744	stp			
GJHCLFJP_00419	CDS	744	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
GJHCLFJP_00420	gene	1095	rlmN			
GJHCLFJP_00420	CDS	1095	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
GJHCLFJP_00421	gene	1308	rsmB			
GJHCLFJP_00421	CDS	1308	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
GJHCLFJP_00422	gene	936	fmt			
GJHCLFJP_00422	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
GJHCLFJP_00423	gene	489	def1			
GJHCLFJP_00423	CDS	489	def1	3.5.1.88	COG0242	Peptide deformylase 1
GJHCLFJP_00424	gene	204				
GJHCLFJP_00424	CDS	204				hypothetical protein
GJHCLFJP_00425	gene	954				
GJHCLFJP_00425	CDS	954				hypothetical protein
GJHCLFJP_00426	gene	2409	priA			
GJHCLFJP_00426	CDS	2409	priA	3.6.4.-		primosomal protein N'
GJHCLFJP_00427	gene	1200	coaBC			
GJHCLFJP_00427	CDS	1200	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
GJHCLFJP_00428	gene	219	rpoZ			
GJHCLFJP_00428	CDS	219	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
GJHCLFJP_00429	gene	624	gmk			
GJHCLFJP_00429	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
GJHCLFJP_00430	gene	1698	rqcH			
GJHCLFJP_00430	CDS	1698	rqcH		COG1293	Rqc2 RqcH
GJHCLFJP_00431	gene	402				
GJHCLFJP_00431	CDS	402				hypothetical protein
GJHCLFJP_00432	gene	213				
GJHCLFJP_00432	CDS	213				hypothetical protein
GJHCLFJP_00433	gene	612	pyrE			
GJHCLFJP_00433	CDS	612	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
GJHCLFJP_00434	gene	693	pyrF			
GJHCLFJP_00434	CDS	693	pyrF	4.1.1.23		Orotidine 5'-phosphate decarboxylase
GJHCLFJP_00435	gene	3174	carB			
GJHCLFJP_00435	CDS	3174	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
GJHCLFJP_00436	gene	1101	carA_1			
GJHCLFJP_00436	CDS	1101	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
GJHCLFJP_00437	gene	1278	pyrC			
GJHCLFJP_00437	CDS	1278	pyrC	3.5.2.3		Dihydroorotase
GJHCLFJP_00438	gene	882	pyrB			
GJHCLFJP_00438	CDS	882	pyrB	2.1.3.2		Aspartate carbamoyltransferase
GJHCLFJP_00439	gene	1308	pyrP			
GJHCLFJP_00439	CDS	1308	pyrP			Uracil permease
GJHCLFJP_00440	gene	528	pyrR			
GJHCLFJP_00440	CDS	528	pyrR			Bifunctional protein PyrR
GJHCLFJP_00441	gene	918	rluD_1			
GJHCLFJP_00441	CDS	918	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GJHCLFJP_00442	gene	492	lspA			
GJHCLFJP_00442	CDS	492	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
GJHCLFJP_00443	gene	741	cobB			
GJHCLFJP_00443	CDS	741	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
GJHCLFJP_00444	gene	609				
GJHCLFJP_00444	CDS	609				hypothetical protein
GJHCLFJP_00445	gene	126				
GJHCLFJP_00445	CDS	126				hypothetical protein
GJHCLFJP_00446	gene	849				
GJHCLFJP_00446	CDS	849		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
GJHCLFJP_00447	gene	417	adhR			
GJHCLFJP_00447	CDS	417	adhR		COG0789	HTH-type transcriptional regulator AdhR
